,date,low,high,adjusted close,open
38,1999-12-27,108.12,110.0,59.0045277318616,109.69
39,1999-12-28,109.06,110.75,59.036785332444,109.56
40,1999-12-29,108.75,110.5,58.6013077245824,110.44
41,1999-12-30,108.56,110.5,58.4669010554893,109.69
42,1999-12-31,106.62,109.5,57.9937895802817,109.19
43,2000-01-03,111.87,116.0,62.3646944591886,112.44
44,2000-01-04,110.87,114.5,60.2464453542817,114.0
45,2000-01-05,112.12,119.75,62.3646944591886,112.94
46,2000-01-06,113.5,118.94,61.289441106444,118.0
47,2000-01-07,110.62,117.94,61.0206277682578,117.25
48,2000-01-10,115.37,119.37,63.4399478119332,117.25
49,2000-01-11,116.62,121.12,63.9775744883056,117.87
50,2000-01-12,118.25,122.0,64.2463878264917,119.62
51,2000-01-13,115.75,121.0,63.5743544810263,119.94
52,2000-01-14,117.5,123.31,64.3109030276564,120.94
53,2000-01-18,115.0,119.75,62.2302877900955,119.69
54,2000-01-19,112.69,122.0,64.2463878264917,115.56
55,2000-01-20,119.0,124.75,63.9775744883056,123.0
56,2000-01-21,119.94,123.0,65.3216411792364,121.87
57,2000-01-24,116.56,122.87,65.3216411792364,121.87
58,2000-01-25,116.0,119.5,64.0420896894702,116.75
59,2000-01-26,116.0,119.94,62.7679144664679,119.06
60,2000-01-27,111.62,118.44,61.0206277682578,118.0
61,2000-01-28,110.06,114.19,59.9776320160955,112.75
62,2000-01-31,109.62,112.81,60.3485944227924,111.37
63,2000-02-01,109.12,113.44,59.1389344009547,112.37
64,2000-02-02,110.37,115.81,61.0206277682578,112.0
65,2000-02-03,114.06,117.5,62.9668363367256,115.0
66,2000-02-04,114.81,118.44,62.1603963221671,118.19
67,2000-02-07,113.12,116.87,61.3539563076087,116.0
68,2000-02-08,116.19,119.0,63.9399406209595,116.94
69,2000-02-09,117.0,119.75,63.1649762703646,119.0
70,2000-02-10,116.87,119.12,64.1067732242126,117.69
71,2000-02-11,114.56,119.44,62.0886368945383,119.06
72,2000-02-14,114.5,116.37,62.4599739791984,116.0
73,2000-02-15,113.87,117.44,63.0304338483863,115.87
74,2000-02-16,115.25,117.31,62.2931413759453,116.5
75,2000-02-17,115.75,118.87,62.8313110638585,116.5
76,2000-02-18,111.5,115.94,60.5440898902276,115.25
77,2000-02-22,108.75,113.44,59.7368353583579,112.0
78,2000-02-23,108.5,110.5,58.5259535605534,110.5
79,2000-02-24,108.19,111.0,59.4677505144014,108.81
80,2000-02-25,104.94,109.87,58.1223262946185,109.87
81,2000-02-28,103.94,106.5,56.2387323869225,104.62
82,2000-02-29,100.94,105.56,55.2969354330746,105.56
83,2000-03-01,100.06,105.5,53.9515112132917,102.0
84,2000-03-02,99.5,105.44,55.4960582176024,100.5
85,2000-03-03,106.06,110.0,58.1223262946185,107.25
86,2000-03-06,101.0,111.0,55.4637680363276,109.94
87,2000-03-07,101.69,107.0,55.4314778550528,106.0
88,2000-03-08,102.75,106.87,57.1805293407705,103.0
89,2000-03-09,104.12,108.0,58.1223262946185,106.5
90,2000-03-10,105.0,109.0,56.6423596528574,107.62
91,2000-03-13,102.5,109.0,57.9554936913654,104.0
92,2000-03-14,107.37,110.0,58.4559915011247,107.75
93,2000-03-15,106.12,108.25,57.5841566067054,107.5
94,2000-03-16,107.87,109.81,58.6604959825317,109.0
95,2000-03-17,107.69,111.69,59.1986656704448,108.25
96,2000-03-20,109.94,113.37,60.6786323122059,110.0
97,2000-03-21,111.94,114.69,61.0822595781408,112.81
98,2000-03-22,113.87,115.37,61.4858868440756,114.5
99,2000-03-23,111.62,115.87,62.0240565319887,115.87
100,2000-03-24,115.06,122.25,64.9140277560823,115.37
101,2000-03-27,124.62,128.25,68.2775883055394,125.0
102,2000-03-28,122.06,127.0,65.925786769359,125.75
103,2000-03-29,118.5,122.44,64.042192861663,122.31
104,2000-03-30,118.69,123.0,66.0603291913373,118.87
105,2000-03-31,117.06,123.75,63.7031459582777,122.62
106,2000-04-03,119.44,122.37,65.6567019254024,120.0
107,2000-04-04,115.06,126.94,65.2207844781928,121.5
108,2000-04-05,119.75,125.75,67.2712109891418,120.5
109,2000-04-06,122.62,128.0,66.0603291913373,123.5
110,2000-04-07,121.5,125.69,66.2594519758651,123.5
111,2000-04-10,121.56,125.37,65.721282287952,124.75
112,2000-04-11,117.81,121.62,64.2413156461909,121.62
113,2000-04-12,111.69,119.62,61.216802000119,119.62
114,2000-04-13,110.0,114.31,59.5323308769509,112.5
115,2000-04-14,102.87,112.75,56.5078172308791,109.81
116,2000-04-17,103.31,112.25,60.2050429868424,103.87
117,2000-04-18,110.06,115.12,60.0059202023145,112.25
118,2000-04-19,102.81,109.75,56.5078172308791,109.75
119,2000-04-20,102.06,105.25,55.969647542966,105.0
120,2000-04-24,101.25,107.19,57.3150717627488,102.0
121,2000-04-25,106.44,113.0,60.5440898902276,106.5
122,2000-04-26,109.0,113.94,59.4677505144014,112.5
123,2000-04-27,108.69,113.12,59.5323308769509,109.5
124,2000-04-28,110.12,112.69,60.0059202023145,112.0
125,2000-05-01,110.44,113.19,60.2750050462711,112.5
126,2000-05-02,110.69,113.62,59.9359581428858,111.0
127,2000-05-03,106.56,111.12,58.1869066571681,110.5
128,2000-05-04,107.19,109.19,57.9178218132115,109.12
129,2000-05-05,106.5,109.62,58.0523642351898,106.62
130,2000-05-08,107.62,110.37,59.1340853078952,108.06
131,2000-05-09,108.25,110.62,58.7299799413265,110.5
132,2000-05-10,102.06,105.69,55.4971370087764,105.5
133,2000-05-11,103.19,107.5,56.2730193125884,104.0
134,2000-05-12,103.25,105.75,56.2730193125884,103.75
135,2000-05-15,102.0,104.87,56.1383175237321,104.0
136,2000-05-16,105.0,109.25,58.7299799413265,105.12
137,2000-05-17,106.12,108.87,58.1211278556962,107.5
138,2000-05-18,104.69,107.31,57.1458869043769,106.12
139,2000-05-19,105.0,107.5,57.3506336234384,106.06
140,2000-05-22,103.44,109.25,58.8646817301827,106.0
141,2000-05-23,107.12,110.0,57.8517242779837,109.0
142,2000-05-24,104.19,110.0,59.06404037769,106.5
143,2000-05-25,106.37,112.25,57.3829620527639,110.5
144,2000-05-26,104.56,107.19,57.6200372011509,105.5
145,2000-05-30,107.69,111.0,59.775265822851,107.75
146,2000-05-31,107.19,110.75,57.8193958486582,110.5
147,2000-06-01,105.5,108.94,57.1135584750514,107.56
148,2000-06-02,107.62,109.75,58.6276065817957,109.0
149,2000-06-05,108.44,114.19,60.7828352034958,108.44
150,2000-06-06,111.25,114.62,60.5457600551088,112.25
151,2000-06-07,111.5,121.75,65.1956658064266,112.5
152,2000-06-08,117.5,122.31,64.5221568621454,119.37
153,2000-06-09,118.87,120.75,64.4898284328198,119.87
154,2000-06-12,118.84,120.44,64.0318423507086,119.12
155,2000-06-13,116.75,119.94,64.2850817137583,118.87
156,2000-06-14,115.5,120.0,62.5016300293015,118.87
157,2000-06-15,115.87,119.0,62.9380638251958,116.0
158,2000-06-16,113.25,117.69,61.0199103518828,116.31
159,2000-06-19,113.25,120.37,64.8562172985089,113.5
160,2000-06-20,115.37,120.69,62.7009886768088,120.0
161,2000-06-21,113.5,115.94,61.693419296164,115.56
162,2000-06-22,111.25,114.31,60.2440280480707,114.12
163,2000-06-23,110.81,113.62,60.2763564773962,113.5
164,2000-06-26,112.87,115.75,61.6449266521758,113.0
165,2000-06-27,108.75,112.81,59.1340853078952,111.62
166,2000-06-28,109.87,115.19,61.305478144258,110.0
167,2000-06-29,110.06,114.37,61.4240157184515,111.75
168,2000-06-30,108.62,113.19,59.0317119483645,112.69
169,2000-07-03,108.31,109.87,58.999383519039,108.75
170,2000-07-05,101.12,105.62,56.5747513196264,105.62
171,2000-07-06,100.0,105.12,54.5542244867826,105.0
172,2000-07-07,101.62,105.06,56.6070797489519,102.69
173,2000-07-10,102.87,104.94,55.6641672269581,104.69
174,2000-07-11,101.0,104.0,54.9583298533514,103.25
175,2000-07-12,102.62,105.87,56.3700046005649,103.19
176,2000-07-13,102.0,105.94,56.0359441642014,105.44
177,2000-07-14,103.12,104.87,56.0036157348759,103.75
178,2000-07-17,104.19,107.87,56.8441548973389,104.44
179,2000-07-18,102.62,104.81,55.6641672269581,104.12
180,2000-07-19,101.0,109.5,58.5952781524702,102.37
181,2000-07-20,111.75,117.81,63.1751389735828,112.0
182,2000-07-21,113.75,117.0,61.8281210850203,117.0
183,2000-07-24,111.62,115.62,60.615804985314,114.12
184,2000-07-25,110.25,113.37,60.3464014076015,113.25
185,2000-07-26,108.87,112.37,59.1987421665462,111.0
186,2000-07-27,109.31,111.5,59.4358173149332,109.87
187,2000-07-28,108.87,112.5,60.2440280480707,111.12
188,2000-07-31,110.06,113.69,60.4811031964577,110.5
189,2000-08-01,110.25,112.44,59.538190674464,112.0
190,2000-08-02,110.75,114.87,61.5587175073078,111.0
191,2000-08-03,112.31,116.5,62.5016300293015,113.0
192,2000-08-04,114.31,116.5,62.4315850990963,116.0
193,2000-08-07,115.81,119.0,62.6686602474833,116.62
194,2000-08-08,115.56,119.62,64.1180514955766,115.69
195,2000-08-09,118.75,120.81,64.0533239261354,119.0
196,2000-08-10,117.87,120.25,64.592720338145,118.75
197,2000-08-11,119.19,121.81,65.0619952165933,119.75
198,2000-08-14,119.31,123.69,66.4806077801785,120.0
199,2000-08-15,120.75,122.62,65.8063622651665,122.06
200,2000-08-16,119.5,122.94,66.0059389376101,121.06
201,2000-08-17,119.5,122.81,66.0760604711713,119.75
202,2000-08-18,120.12,123.37,64.9649038624316,122.37
203,2000-08-21,120.06,122.19,65.5043002744412,121.06
204,2000-08-22,121.0,122.19,65.4665425256005,121.19
205,2000-08-23,119.87,123.75,66.4806077801785,120.31
206,2000-08-24,122.69,125.44,67.3220661829134,123.0
207,2000-08-25,124.25,129.88,69.5821371492334,124.31
208,2000-08-28,129.75,133.19,70.9306281792574,129.88
209,2000-08-29,131.0,134.25,71.6749952278305,131.5
210,2000-08-30,129.56,131.5,70.288746448966,130.75
211,2000-08-31,131.63,134.19,71.2111143135023,131.88
212,2000-09-01,132.63,134.94,72.0795425368377,133.06
213,2000-09-05,130.81,133.31,70.7634152915344,132.81
214,2000-09-06,130.38,134.88,70.8982643945368,130.88
215,2000-09-07,131.88,134.5,71.9446934338353,131.88
216,2000-09-08,129.38,132.94,69.8518353552382,132.5
217,2000-09-11,123.62,128.25,67.1548532951904,127.87
218,2000-09-12,124.06,126.87,67.4245515011952,124.81
219,2000-09-13,122.75,128.81,68.8755278495009,123.12
220,2000-09-14,126.31,129.19,68.4332227916531,128.0
221,2000-09-15,124.75,127.25,67.4245515011952,126.81
222,2000-09-18,123.06,126.0,66.4806077801785,125.25
223,2000-09-19,122.56,126.25,67.3921877164746,122.75
224,2000-09-20,123.5,126.56,67.2897023981928,124.69
225,2000-09-21,120.0,126.69,65.5366640591617,124.19
226,2000-09-22,121.31,124.31,66.8150335556244,123.0
227,2000-09-25,121.0,126.62,66.3457586771761,124.5
228,2000-09-26,118.37,121.87,64.252900598579,120.0
229,2000-09-27,115.5,120.31,63.6487766171283,120.06
230,2000-09-28,115.0,118.87,62.165436484102,117.37
231,2000-09-29,110.25,116.94,60.7468239205168,115.5
232,2000-10-02,112.62,119.62,63.5462912988465,112.62
233,2000-10-03,110.0,119.37,59.6356673117771,118.87
234,2000-10-04,108.56,114.87,61.6907676415336,110.37
235,2000-10-05,111.56,114.56,61.0542798753623,113.81
236,2000-10-06,112.75,116.12,62.5699837931092,114.0
237,2000-10-09,114.31,119.37,63.6164128324077,115.94
238,2000-10-10,112.44,117.12,61.9604658475383,116.62
239,2000-10-11,107.5,112.94,60.4123981450709,111.87
240,2000-10-12,103.12,114.37,55.622558006426,114.25
241,2000-10-13,104.19,110.44,58.8265726937628,104.19
242,2000-10-16,108.56,113.12,59.9377293025025,111.5
243,2000-10-17,108.56,113.87,60.9517945570805,111.94
244,2000-10-18,90.25,99.12,51.4799935621926,96.75
245,2000-10-19,92.69,98.5,52.0193899742021,98.0
246,2000-10-20,94.19,96.25,51.107810037906,95.12
247,2000-10-23,91.06,95.0,50.093744783328,94.75
248,2000-10-24,90.19,94.37,49.3224079141543,93.0
249,2000-10-25,86.94,90.94,47.2295498355572,90.5
250,2000-10-26,87.62,92.87,50.0290172138868,88.0
251,2000-10-27,91.0,93.69,50.5360498411758,93.0
252,2000-10-30,90.31,93.75,50.3310792046122,93.5
253,2000-10-31,93.75,99.12,53.1305465829418,93.75
254,2000-11-01,97.25,99.87,53.1629103676624,98.44
255,2000-11-02,98.5,102.31,54.9860702402547,99.0
256,2000-11-03,99.37,102.62,54.0043687703973,102.5
257,2000-11-06,99.44,102.37,54.1068540886791,99.87
258,2000-11-07,100.69,103.5,55.1856469126983,101.12
259,2000-11-08,99.25,103.75,54.0097627345174,103.62
260,2000-11-09,95.69,100.0,53.7073080632041,96.75
261,2000-11-10,93.0,98.37,50.2290793431012,98.0
262,2000-11-13,91.62,99.44,52.6271128085138,91.81
263,2000-11-14,98.5,99.87,53.7397139208448,99.25
264,2000-11-15,97.62,100.06,53.6695012292899,99.5
265,2000-11-16,98.25,99.69,53.0645918866633,99.25
266,2000-11-17,98.25,102.5,55.057552131567,98.31
267,2000-11-20,100.87,103.25,55.7650800233892,101.5
268,2000-11-21,98.5,104.37,53.1996162934996,103.25
269,2000-11-22,98.31,100.81,53.1996162934996,98.5
270,2000-11-24,99.25,101.75,53.9773568768767,99.37
271,2000-11-27,98.44,102.0,53.1672104358589,100.44
272,2000-11-28,97.37,100.75,52.8593547882722,98.75
273,2000-11-29,96.69,99.94,53.9071441853218,97.75
274,2000-11-30,92.25,98.0,50.4991281567738,98.0
275,2000-12-01,94.37,99.31,51.6441351267455,94.44
276,2000-12-04,95.75,99.19,53.1294036019448,96.0
277,2000-12-05,99.62,104.75,55.8298917386706,100.44
278,2000-12-06,94.81,101.81,52.2544454456456,101.75
279,2000-12-07,93.12,95.94,50.2938910583826,95.06
280,2000-12-08,95.75,99.0,52.3894698524819,98.0
281,2000-12-11,93.75,98.25,51.3092745977915,96.5
282,2000-12-12,92.5,96.12,50.6989642788915,95.25
283,2000-12-13,90.69,96.62,49.2839084952471,94.87
284,2000-12-14,91.81,93.69,49.9266246717879,92.0
285,2000-12-15,87.31,90.69,47.4259726571797,90.0
286,2000-12-18,88.37,90.5,48.8788352747382,88.37
287,2000-12-19,89.81,94.44,48.6735981763471,90.19
288,2000-12-20,84.81,88.0,46.448395951685,85.87
289,2000-12-21,80.06,87.94,44.0503624862724,85.5
290,2000-12-22,84.5,89.37,48.0686888337205,84.5
291,2000-12-26,84.25,89.56,45.8056797751442,89.0
292,2000-12-27,83.56,88.12,45.7408680598628,84.75
293,2000-12-28,82.12,88.19,46.0433227311761,83.5
294,2000-12-29,84.25,86.94,45.9082983243398,86.94
295,2001-01-02,84.12,87.5,45.8056797751442,84.5
296,2001-01-03,83.75,95.0,51.1040374994004,83.75
297,2001-01-04,92.69,99.75,50.3316978922968,94.75
298,2001-01-05,91.0,94.69,50.7691769704464,93.94
299,2001-01-08,91.56,93.94,50.5315340144145,93.5
300,2001-01-09,91.44,95.75,49.9914363870693,94.44
301,2001-01-10,91.69,94.94,50.4667222991331,92.5
302,2001-01-11,91.25,94.25,50.6017467059693,92.94
303,2001-01-12,92.37,96.44,50.6665584212508,93.69
304,2001-01-16,91.81,94.0,50.0940549362649,93.75
305,2001-01-17,94.31,97.75,52.2220395880049,95.37
306,2001-01-18,103.5,110.0,58.4979740177558,104.37
307,2001-01-19,107.25,113.94,60.0858610421506,107.5
308,2001-01-22,108.19,109.94,58.6329984245921,109.5
309,2001-01-23,107.62,109.94,58.9030472382647,109.56
310,2001-01-24,108.94,111.44,59.648381964001,109.06
311,2001-01-25,109.44,111.12,59.815812228478,110.12
312,2001-01-26,109.19,115.25,61.6737480665454,109.62
313,2001-01-29,112.47,115.5,62.1004251921481,112.5
314,2001-01-30,113.4,116.75,62.9807843247207,115.0
315,2001-01-31,112.0,116.75,60.4909342626595,115.75
316,2001-02-01,111.2,114.34,61.5981343987171,112.4
317,2001-02-02,109.6,113.99,59.5565653673523,112.75
318,2001-02-05,109.3,112.6,60.6097557406754,109.4
319,2001-02-06,111.2,115.69,61.6737480665454,112.23
320,2001-02-07,112.67,117.6,63.2130263044792,113.4
321,2001-02-08,114.03,118.2,61.6936643686688,116.91
322,2001-02-09,111.0,114.99,60.5581981532946,114.03
323,2001-02-12,110.3,115.72,62.1262229269066,110.55
324,2001-02-13,113.07,117.38,61.5044199994398,114.15
325,2001-02-14,112.5,116.17,62.2343625664661,113.75
326,2001-02-15,116.38,118.64,63.1427355387655,116.8
327,2001-02-16,113.94,115.75,62.1802927466864,114.55
328,2001-02-20,110.78,115.6,60.2878490543959,114.55
329,2001-02-21,107.29,111.5,58.1304632451848,109.55
330,2001-02-22,103.38,110.9,58.882033740123,106.5
331,2001-02-23,100.25,107.5,56.2326125709164,107.5
332,2001-02-26,101.83,105.8,56.9355202280528,105.8
333,2001-02-27,102.56,106.87,55.4702281120222,104.9
334,2001-02-28,99.1,103.54,54.0157499599476,102.95
335,2001-03-01,97.5,106.4,57.3410438764008,99.3
336,2001-03-02,100.94,107.65,55.313425634661,104.0
337,2001-03-05,102.64,105.6,56.7246479309119,102.81
338,2001-03-06,105.25,108.4,57.3140089665109,106.25
339,2001-03-07,105.66,108.25,58.1520911730967,107.45
340,2001-03-08,105.37,107.34,57.5681371194756,107.17
341,2001-03-09,97.9,105.01,53.6859240592912,105.0
342,2001-03-12,95.02,98.4,51.6312709076616,97.9
343,2001-03-13,94.2,98.44,53.1992956812737,95.1
344,2001-03-14,93.34,98.9,51.344700862829,95.4
345,2001-03-15,95.17,97.87,51.6691197815074,96.0
346,2001-03-16,88.2,93.9,48.7169076215343,93.9
347,2001-03-19,89.2,92.8,50.0686531160275,91.0
348,2001-03-20,88.1,92.03,47.7436508654992,91.6
349,2001-03-21,87.75,91.6,48.1653954597811,88.45
350,2001-03-22,87.65,91.0,48.176209423737,89.12
351,2001-03-23,90.29,94.99,50.560688476023,93.5
352,2001-03-26,93.75,95.66,51.5826080698598,95.25
353,2001-03-27,93.97,100.0,53.7994706808286,94.0
354,2001-03-28,94.25,98.45,51.0473168540405,97.9
355,2001-03-29,94.26,97.07,51.3879567186528,94.46
356,2001-03-30,95.14,97.56,52.0043526641417,96.5
357,2001-04-02,93.58,98.1,51.1824914034898,97.45
358,2001-04-03,90.1,94.65,48.8737100988955,94.6
359,2001-04-04,90.05,94.05,49.7442341973491,90.45
360,2001-04-05,95.53,100.0,53.1019700056702,95.8
361,2001-04-06,96.4,100.0,52.9613884742429,98.0
362,2001-04-09,93.8,98.74,51.9070269885382,98.5
363,2001-04-10,96.56,99.9,53.5561564918199,97.0
364,2001-04-11,95.8,101.94,52.6802254113883,101.5
365,2001-04-12,95.15,97.5,52.0151666280976,96.4
366,2001-04-16,95.2,99.89,52.3125506368861,96.2
367,2001-04-17,97.0,99.88,53.9076103203881,97.0
368,2001-04-18,102.3,110.0,57.5843580654096,103.0
369,2001-04-19,110.45,115.9,61.8937227018538,112.0
370,2001-04-20,113.75,116.4,62.0883740530608,114.35
371,2001-04-23,111.68,114.05,60.5581981532946,114.01
372,2001-04-24,112.3,114.75,60.9204659458187,113.4
373,2001-04-25,111.99,114.85,62.0991880170168,112.0
374,2001-04-26,113.68,116.7,61.4990130174618,114.95
375,2001-04-27,114.55,116.9,62.8291305840431,116.8
376,2001-04-30,114.72,118.05,62.255990494378,116.4
377,2001-05-01,114.9,118.65,64.0781434209548,115.85
378,2001-05-02,113.74,118.95,62.3965720258053,118.3
379,2001-05-03,112.35,115.1,61.4773850895499,114.6
380,2001-05-04,111.2,115.86,62.645293196792,112.0
381,2001-05-07,115.0,117.25,62.6669211247039,116.2
382,2001-05-08,115.5,117.75,63.7158756284306,117.25
383,2001-05-09,115.3,118.18,63.3261098641785,116.2
384,2001-05-10,115.2,118.9,62.3625222803331,118.5
385,2001-05-11,110.96,114.15,60.5273751403129,113.75
386,2001-05-14,111.0,113.18,60.9333811447422,111.2
387,2001-05-15,112.5,114.15,61.4855493107659,113.5
388,2001-05-16,112.2,115.8,62.6873270838765,112.5
389,2001-05-17,115.05,117.09,62.292147906232,115.8
390,2001-05-18,114.9,117.68,63.5751268802285,115.07
391,2001-05-21,117.55,119.9,64.4412730230109,117.95
392,2001-05-22,117.25,119.7,63.8836914435947,119.7
393,2001-05-23,117.1,118.95,63.5534732266589,117.8
394,2001-05-24,117.5,119.6,64.7444241729847,117.5
395,2001-05-25,117.76,119.9,63.7700097623545,119.52
396,2001-05-29,115.08,117.59,62.4004161740799,117.35
397,2001-05-30,112.0,114.1,60.9821018652737,114.0
398,2001-05-31,111.64,113.86,60.5219617269205,112.65
399,2001-06-01,111.9,113.6,61.112023786691,112.5
400,2001-06-04,112.85,114.75,61.5180297911203,113.25
401,2001-06-05,113.56,117.6,63.3206964507862,113.64
402,2001-06-06,116.5,119.0,63.6076073605828,117.6
403,2001-06-07,117.0,118.25,63.4722720257731,117.0
404,2001-06-08,115.6,117.5,62.8497294856482,117.5
405,2001-06-11,116.1,118.14,63.5318195730894,116.3
406,2001-06-12,115.55,117.8,63.4722720257731,116.75
407,2001-06-13,116.53,118.47,63.0879196749134,117.25
408,2001-06-14,113.99,116.08,62.6602600169146,115.6
409,2001-06-15,113.38,115.45,61.4963761375507,115.1
410,2001-06-18,113.31,115.44,61.8590748348408,113.98
411,2001-06-19,114.56,117.25,62.1676393982071,116.26
412,2001-06-20,111.76,114.99,61.2202920545388,113.5
413,2001-06-21,111.36,114.7,60.9550347983117,112.15
414,2001-06-22,112.5,114.43,61.1011969599062,112.6
415,2001-06-25,111.78,114.9,60.9821018652737,113.75
416,2001-06-26,111.1,114.05,61.1932249875769,111.25
417,2001-06-27,112.45,114.18,61.4530688304116,113.1
418,2001-06-28,113.75,116.95,62.3083881464092,113.8
419,2001-06-29,113.0,116.65,61.4422420036268,115.6
420,2001-07-02,112.96,115.4,61.90238214198,113.5
421,2001-07-03,112.76,114.19,61.1607445072225,114.1
422,2001-07-05,111.79,113.26,60.6843641286922,112.6
423,2001-07-06,105.81,110.9,57.6528526289538,110.9
424,2001-07-09,103.65,106.95,56.6892650451084,106.5
425,2001-07-10,101.6,105.4,55.1951629488087,104.73
426,2001-07-11,101.56,104.13,56.2182980799704,101.6
427,2001-07-12,105.62,107.8,58.058858633383,105.9
428,2001-07-13,106.11,109.3,58.751775547609,106.15
429,2001-07-16,107.28,109.38,58.3674231967493,108.53
430,2001-07-17,104.75,108.58,58.751775547609,106.1
431,2001-07-18,103.2,107.6,56.4510748558432,106.1
432,2001-07-19,103.1,106.0,56.2994992808563,105.6
433,2001-07-20,103.03,105.7,57.2197795575626,103.4
434,2001-07-23,105.3,106.95,57.3009807584484,105.7
435,2001-07-24,103.79,106.15,56.5755833638682,104.85
436,2001-07-25,102.73,105.7,56.781293072779,104.5
437,2001-07-26,102.93,106.0,57.3821819593343,104.75
438,2001-07-27,104.11,105.95,56.6784382183236,104.75
439,2001-07-30,104.76,106.25,57.3009807584484,104.9
440,2001-07-31,105.15,107.0,56.9545223013355,105.9
441,2001-08-01,105.31,108.5,57.9560037789276,105.35
442,2001-08-02,107.21,109.47,58.8979377092035,108.5
443,2001-08-03,107.1,110.09,58.5623060788753,107.8
444,2001-08-06,105.79,107.37,57.6582660423462,107.25
445,2001-08-07,105.26,107.37,57.517517294144,105.8
446,2001-08-08,104.1,106.1,56.4781419228052,105.0
447,2001-08-09,102.7,104.54,56.4185143615084,103.7
448,2001-08-10,102.81,104.95,56.8901141644918,103.85
449,2001-08-13,104.65,106.64,57.3833967170377,105.0
450,2001-08-14,105.4,106.85,57.5677000883185,106.5
451,2001-08-15,105.01,106.59,56.9226382888355,106.35
452,2001-08-16,103.66,106.02,57.3237691557409,104.2
453,2001-08-17,103.9,105.49,56.6949694184297,105.49
454,2001-08-20,102.8,105.0,56.4293557362896,104.68
455,2001-08-21,101.4,104.97,55.231383822964,103.85
456,2001-08-22,101.76,104.04,56.353466112821,102.5
457,2001-08-23,103.0,104.7,55.8330801233221,104.0
458,2001-08-24,103.41,107.8,57.995934392177,103.95
459,2001-08-27,106.64,108.2,57.925465456099,106.99
460,2001-08-28,104.87,107.17,56.8901141644918,106.9
461,2001-08-29,103.82,105.9,56.4456177984615,105.75
462,2001-08-30,98.86,103.4,54.4020186522001,102.75
463,2001-08-31,99.24,101.36,54.1797704691849,101.0
464,2001-09-04,99.29,103.13,55.0145563273394,100.15
465,2001-09-05,99.61,102.83,54.3965979648095,101.5
466,2001-09-06,97.65,100.68,53.1227364280152,100.68
467,2001-09-07,96.0,98.15,52.3584195059387,97.9
468,2001-09-10,95.59,97.4,52.2933712572513,96.0
469,2001-09-17,92.55,95.86,50.5966961039892,93.9
470,2001-09-18,93.68,96.75,52.255426445517,94.0
471,2001-09-19,92.45,96.85,52.0385989498925,96.4
472,2001-09-20,92.85,95.75,50.6292202283329,94.1
473,2001-09-21,89.5,93.5,49.0572208850549,90.6
474,2001-09-24,91.8,95.54,51.3881164630188,91.8
475,2001-09-25,93.41,96.0,51.1983924043473,94.1
476,2001-09-26,90.3,94.45,49.490875876304,94.45
477,2001-09-27,87.49,91.5,48.7861865155242,91.3
478,2001-09-28,89.9,92.71,49.7185447467098,90.2
479,2001-10-01,91.34,93.48,50.2551927983805,91.72
480,2001-10-02,92.1,93.9,50.8297856617856,92.3
481,2001-10-03,92.4,97.62,52.5535642520008,92.9
482,2001-10-04,96.8,98.88,52.7487089980629,97.15
